Timestamp,Cycle,Phase,DocNo,Success,LineErrors,Duration_Ms,Elapsed_Sec,BatchId
2026-03-28 23:43:19.335,1,SO,108260,1,0,1385,1.4,LT-20260328-234317
2026-03-28 23:43:19.706,1,SO,108261,1,0,370,1.8,LT-20260328-234317
2026-03-28 23:43:20.035,1,SO,108262,1,0,328,2.1,LT-20260328-234317
2026-03-28 23:43:20.410,1,SO,108263,1,0,367,2.5,LT-20260328-234317
2026-03-28 23:43:20.772,1,SO,108264,1,0,360,2.8,LT-20260328-234317
2026-03-28 23:43:21.118,1,SO,108265,1,0,342,3.2,LT-20260328-234317
2026-03-28 23:43:21.582,1,SO,108266,1,0,461,3.6,LT-20260328-234317
2026-03-28 23:43:22.072,1,SO,108267,1,0,485,4.1,LT-20260328-234317
2026-03-28 23:43:22.486,1,SO,108268,1,0,412,4.5,LT-20260328-234317
2026-03-28 23:43:22.922,1,SO,108269,1,0,435,5,LT-20260328-234317
2026-03-28 23:43:23.287,1,SO,108270,1,0,363,5.3,LT-20260328-234317
2026-03-28 23:43:23.688,1,SO,108271,1,0,398,5.7,LT-20260328-234317
2026-03-28 23:43:24.023,1,SO,108272,1,0,332,6.1,LT-20260328-234317
2026-03-28 23:43:24.433,1,SO,108273,1,0,409,6.5,LT-20260328-234317
2026-03-28 23:43:24.750,1,SO,108274,1,0,315,6.8,LT-20260328-234317
2026-03-28 23:43:25.103,1,SO,108275,1,0,351,7.2,LT-20260328-234317
2026-03-28 23:43:25.431,1,SO,108276,1,0,324,7.5,LT-20260328-234317
2026-03-28 23:43:25.780,1,SO,108277,1,0,346,7.8,LT-20260328-234317
2026-03-28 23:43:26.102,1,SO,108278,1,0,319,8.2,LT-20260328-234317
2026-03-28 23:43:26.626,1,SO,108279,1,0,523,8.7,LT-20260328-234317
2026-03-28 23:43:27.181,1,SO,108280,1,0,553,9.2,LT-20260328-234317
2026-03-28 23:43:27.682,1,SO,108281,1,0,495,9.7,LT-20260328-234317
2026-03-28 23:43:28.155,1,SO,108282,1,0,469,10.2,LT-20260328-234317
2026-03-28 23:43:28.626,1,SO,108283,1,0,471,10.7,LT-20260328-234317
2026-03-28 23:43:29.052,1,SO,108284,1,0,423,11.1,LT-20260328-234317
2026-03-28 23:43:29.553,1,SO,108285,1,0,498,11.6,LT-20260328-234317
2026-03-28 23:43:30.072,1,SO,108286,1,0,516,12.1,LT-20260328-234317
2026-03-28 23:43:30.759,1,SO,108287,1,0,686,12.8,LT-20260328-234317
2026-03-28 23:43:31.251,1,SO,108288,1,0,490,13.3,LT-20260328-234317
2026-03-28 23:43:31.744,1,SO,108289,1,0,490,13.8,LT-20260328-234317
2026-03-28 23:43:32.283,1,SO,108290,1,0,536,14.3,LT-20260328-234317
2026-03-28 23:43:32.788,1,SO,108291,1,0,501,14.8,LT-20260328-234317
2026-03-28 23:43:33.235,1,SO,108292,1,0,445,15.3,LT-20260328-234317
2026-03-28 23:43:33.609,1,SO,108293,1,0,373,15.7,LT-20260328-234317
2026-03-28 23:43:34.029,1,SO,108294,1,0,416,16.1,LT-20260328-234317
2026-03-28 23:43:34.402,1,SO,108295,1,0,371,16.5,LT-20260328-234317
2026-03-28 23:43:34.800,1,SO,108296,1,0,394,16.9,LT-20260328-234317
2026-03-28 23:43:35.364,1,SO,108297,1,0,562,17.4,LT-20260328-234317
2026-03-28 23:43:35.846,1,SO,108298,1,0,480,17.9,LT-20260328-234317
2026-03-28 23:43:36.488,1,SO,108299,1,0,639,18.5,LT-20260328-234317
2026-03-28 23:43:37.040,1,SO,108300,1,0,549,19.1,LT-20260328-234317
2026-03-28 23:43:37.610,1,SO,108301,1,0,566,19.7,LT-20260328-234317
2026-03-28 23:43:38.127,1,SO,108302,1,0,516,20.2,LT-20260328-234317
2026-03-28 23:43:38.619,1,SO,108303,1,0,490,20.7,LT-20260328-234317
2026-03-28 23:43:39.191,1,SO,108304,1,0,568,21.2,LT-20260328-234317
2026-03-28 23:43:39.549,1,SO,108305,1,0,356,21.6,LT-20260328-234317
2026-03-28 23:43:40.067,1,SO,108306,1,0,515,22.1,LT-20260328-234317
