Timestamp,Cycle,Phase,DocNo,Success,LineErrors,Duration_Ms,Elapsed_Sec,BatchId
2026-03-28 09:17:42.925,1,SO,102846,1,0,1168,1.2,LT-20260328-091741
2026-03-28 09:17:44.014,1,SO,102847,1,0,1087,2.3,LT-20260328-091741
2026-03-28 09:17:44.887,1,SO,102848,1,0,872,3.1,LT-20260328-091741
2026-03-28 09:17:45.557,1,SO,102849,1,0,667,3.8,LT-20260328-091741
2026-03-28 09:17:46.232,1,SO,102850,1,0,674,4.5,LT-20260328-091741
2026-03-28 09:17:47.029,1,SO,102851,1,0,795,5.3,LT-20260328-091741
2026-03-28 09:17:47.628,1,SO,102852,1,0,597,5.9,LT-20260328-091741
2026-03-28 09:17:48.248,1,SO,102853,1,0,617,6.5,LT-20260328-091741
2026-03-28 09:17:48.914,1,SO,102854,1,0,663,7.2,LT-20260328-091741
2026-03-28 09:17:49.520,1,SO,102855,1,0,605,7.8,LT-20260328-091741
2026-03-28 09:17:50.193,1,SO,102856,1,0,671,8.4,LT-20260328-091741
2026-03-28 09:17:50.807,1,SO,102857,1,0,611,9.1,LT-20260328-091741
2026-03-28 09:17:51.411,1,SO,102858,1,0,602,9.7,LT-20260328-091741
2026-03-28 09:17:52.014,1,SO,102859,1,0,602,10.3,LT-20260328-091741
2026-03-28 09:17:52.669,1,SO,102860,1,0,652,10.9,LT-20260328-091741
2026-03-28 09:17:53.361,1,SO,102861,1,0,690,11.6,LT-20260328-091741
2026-03-28 09:17:54.239,1,SO,102862,1,0,876,12.5,LT-20260328-091741
2026-03-28 09:17:55.059,1,SO,102863,1,0,818,13.3,LT-20260328-091741
2026-03-28 09:17:55.924,1,SO,102864,1,0,862,14.2,LT-20260328-091741
2026-03-28 09:17:56.570,1,SO,102865,1,0,644,14.8,LT-20260328-091741
2026-03-28 09:17:57.154,1,SO,102866,1,0,578,15.4,LT-20260328-091741
2026-03-28 09:17:57.745,1,SO,102867,1,0,589,16,LT-20260328-091741
2026-03-28 09:17:58.312,1,SO,102868,1,0,565,16.6,LT-20260328-091741
2026-03-28 09:17:58.955,1,SO,102869,1,0,641,17.2,LT-20260328-091741
2026-03-28 09:17:59.548,1,SO,102870,1,0,580,17.8,LT-20260328-091741
2026-03-28 09:18:00.133,1,SO,102871,1,0,583,18.4,LT-20260328-091741
2026-03-28 09:18:00.850,1,SO,102872,1,0,715,19.1,LT-20260328-091741
2026-03-28 09:18:01.988,1,SO,102873,1,0,1137,20.2,LT-20260328-091741
2026-03-28 09:18:03.209,1,SO,102874,1,0,1218,21.5,LT-20260328-091741
2026-03-28 09:18:04.331,1,SO,102875,1,0,1119,22.6,LT-20260328-091741
2026-03-28 09:18:05.563,1,SO,102876,1,0,1230,23.8,LT-20260328-091741
2026-03-28 09:18:06.397,1,SO,102877,1,0,831,24.6,LT-20260328-091741
2026-03-28 09:18:07.410,1,SO,102878,1,0,1010,25.7,LT-20260328-091741
2026-03-28 09:18:08.219,1,SO,102879,1,0,807,26.5,LT-20260328-091741
2026-03-28 09:18:09.182,1,SO,102880,1,0,960,27.4,LT-20260328-091741
2026-03-28 09:18:10.021,1,SO,102881,1,0,834,28.3,LT-20260328-091741
2026-03-28 09:18:10.869,1,SO,102882,1,0,845,29.1,LT-20260328-091741
2026-03-28 09:18:11.720,1,SO,102883,1,0,846,30,LT-20260328-091741
2026-03-28 09:18:12.493,1,SO,102884,1,0,772,30.7,LT-20260328-091741
2026-03-28 09:18:13.271,1,SO,102885,1,0,776,31.5,LT-20260328-091741
2026-03-28 09:18:14.067,1,SO,102886,1,0,793,32.3,LT-20260328-091741
2026-03-28 09:18:14.923,1,SO,102887,1,0,853,33.2,LT-20260328-091741
2026-03-28 09:18:15.706,1,SO,102888,1,0,781,34,LT-20260328-091741
2026-03-28 09:18:16.549,1,SO,102889,1,0,841,34.8,LT-20260328-091741
2026-03-28 09:18:17.330,1,SO,102890,1,0,778,35.6,LT-20260328-091741
2026-03-28 09:18:18.121,1,SO,102891,1,0,789,36.4,LT-20260328-091741
2026-03-28 09:18:18.896,1,SO,102892,1,0,773,37.1,LT-20260328-091741
2026-03-28 09:18:19.769,1,SO,102893,1,0,871,38,LT-20260328-091741
2026-03-28 09:18:20.554,1,SO,102894,1,0,782,38.8,LT-20260328-091741
2026-03-28 09:18:21.199,1,SO,102895,1,0,643,39.4,LT-20260328-091741
2026-03-28 09:18:21.836,1,SO,102896,1,0,635,40.1,LT-20260328-091741
2026-03-28 09:18:22.417,1,SO,102897,1,0,579,40.7,LT-20260328-091741
2026-03-28 09:18:23.050,1,SO,102898,1,0,628,41.3,LT-20260328-091741
2026-03-28 09:18:23.709,1,SO,102899,1,0,657,42,LT-20260328-091741
2026-03-28 09:18:24.348,1,SO,102900,1,0,637,42.6,LT-20260328-091741
2026-03-28 09:18:24.982,1,SO,102901,1,0,632,43.2,LT-20260328-091741
2026-03-28 09:18:25.571,1,SO,102902,1,0,587,43.8,LT-20260328-091741
2026-03-28 09:18:26.225,1,SO,102903,1,0,651,44.5,LT-20260328-091741
2026-03-28 09:18:26.834,1,SO,102904,1,0,607,45.1,LT-20260328-091741
2026-03-28 09:18:27.444,1,SO,102905,1,0,607,45.7,LT-20260328-091741
2026-03-28 09:18:28.032,1,SO,102906,1,0,586,46.3,LT-20260328-091741
2026-03-28 09:18:28.604,1,SO,102907,1,0,570,46.8,LT-20260328-091741
2026-03-28 09:18:29.208,1,SO,102908,1,0,602,47.5,LT-20260328-091741
2026-03-28 09:18:29.871,1,SO,102909,1,0,661,48.1,LT-20260328-091741
2026-03-28 09:18:30.456,1,SO,102910,1,0,582,48.7,LT-20260328-091741
2026-03-28 09:18:31.200,1,SO,102911,1,0,741,49.4,LT-20260328-091741
2026-03-28 09:18:31.968,1,SO,102912,1,0,766,50.2,LT-20260328-091741
2026-03-28 09:18:32.763,1,SO,102913,1,0,789,51,LT-20260328-091741
2026-03-28 09:18:33.520,1,SO,102914,1,0,756,51.8,LT-20260328-091741
2026-03-28 09:18:34.294,1,SO,102915,1,0,771,52.5,LT-20260328-091741
2026-03-28 09:18:35.084,1,SO,102916,1,0,787,53.3,LT-20260328-091741
2026-03-28 09:18:35.881,1,SO,102917,1,0,795,54.1,LT-20260328-091741
2026-03-28 09:18:36.632,1,SO,102918,1,0,749,54.9,LT-20260328-091741
2026-03-28 09:18:37.387,1,SO,102919,1,0,753,55.6,LT-20260328-091741
2026-03-28 09:18:38.143,1,SO,102920,1,0,754,56.4,LT-20260328-091741
2026-03-28 09:18:38.906,1,SO,102921,1,0,748,57.2,LT-20260328-091741
2026-03-28 09:18:39.659,1,SO,102922,1,0,751,57.9,LT-20260328-091741
2026-03-28 09:18:40.414,1,SO,102923,1,0,752,58.7,LT-20260328-091741
2026-03-28 09:18:40.993,1,SO,102924,1,0,576,59.2,LT-20260328-091741
2026-03-28 09:18:41.616,1,SO,102925,1,0,620,59.9,LT-20260328-091741
2026-03-28 09:18:42.178,1,SO,102926,1,0,559,60.4,LT-20260328-091741
2026-03-28 09:18:42.757,1,SO,102927,1,0,575,61,LT-20260328-091741
2026-03-28 09:18:43.341,1,SO,102928,1,0,583,61.6,LT-20260328-091741
2026-03-28 09:18:43.948,1,SO,102929,1,0,605,62.2,LT-20260328-091741
2026-03-28 09:18:44.540,1,SO,102930,1,0,590,62.8,LT-20260328-091741
2026-03-28 09:18:45.120,1,SO,102931,1,0,577,63.4,LT-20260328-091741
2026-03-28 09:18:45.699,1,SO,102932,1,0,577,63.9,LT-20260328-091741
2026-03-28 09:18:46.278,1,SO,102933,1,0,578,64.5,LT-20260328-091741
2026-03-28 09:18:46.839,1,SO,102934,1,0,558,65.1,LT-20260328-091741
2026-03-28 09:18:47.408,1,SO,102935,1,0,567,65.7,LT-20260328-091741
2026-03-28 09:18:47.994,1,SO,102936,1,0,585,66.2,LT-20260328-091741
2026-03-28 09:18:48.650,1,SO,102937,1,0,654,66.9,LT-20260328-091741
2026-03-28 09:18:49.240,1,SO,102938,1,0,587,67.5,LT-20260328-091741
2026-03-28 09:18:49.834,1,SO,102939,1,0,592,68.1,LT-20260328-091741
2026-03-28 09:18:50.462,1,SO,102940,1,0,625,68.7,LT-20260328-091741
2026-03-28 09:18:51.257,1,SO,102941,1,0,793,69.5,LT-20260328-091741
2026-03-28 09:18:52.062,1,SO,102942,1,0,803,70.3,LT-20260328-091741
2026-03-28 09:18:52.837,1,SO,102943,1,0,773,71.1,LT-20260328-091741
2026-03-28 09:18:53.594,1,SO,102944,1,0,755,71.8,LT-20260328-091741
2026-03-28 09:18:54.356,1,SO,102945,1,0,760,72.6,LT-20260328-091741
2026-03-28 09:18:55.356,1,SO,102946,1,0,997,73.6,LT-20260328-091741
2026-03-28 09:18:56.168,1,SO,102947,1,0,810,74.4,LT-20260328-091741
2026-03-28 09:18:56.965,1,SO,102948,1,0,796,75.2,LT-20260328-091741
2026-03-28 09:18:57.740,1,SO,102949,1,0,773,76,LT-20260328-091741
2026-03-28 09:18:58.544,1,SO,102950,1,0,803,76.8,LT-20260328-091741
2026-03-28 09:18:59.312,1,SO,102951,1,0,767,77.6,LT-20260328-091741
2026-03-28 09:19:00.103,1,SO,102952,1,0,788,78.3,LT-20260328-091741
2026-03-28 09:19:00.900,1,SO,102953,1,0,795,79.1,LT-20260328-091741
2026-03-28 09:19:01.717,1,SO,102954,1,0,814,80,LT-20260328-091741
2026-03-28 09:19:02.491,1,SO,102955,1,0,771,80.7,LT-20260328-091741
2026-03-28 09:19:03.274,1,SO,102956,1,0,782,81.5,LT-20260328-091741
2026-03-28 09:19:04.043,1,SO,102957,1,0,766,82.3,LT-20260328-091741
2026-03-28 09:19:04.860,1,SO,102958,1,0,815,83.1,LT-20260328-091741
2026-03-28 09:19:05.622,1,SO,102959,1,0,760,83.9,LT-20260328-091741
2026-03-28 09:19:06.445,1,SO,102960,1,0,819,84.7,LT-20260328-091741
2026-03-28 09:19:07.252,1,SO,102961,1,0,806,85.5,LT-20260328-091741
2026-03-28 09:19:08.049,1,SO,102962,1,0,795,86.3,LT-20260328-091741
2026-03-28 09:19:08.826,1,SO,102963,1,0,774,87.1,LT-20260328-091741
2026-03-28 09:19:09.616,1,SO,102964,1,0,787,87.9,LT-20260328-091741
2026-03-28 09:19:10.400,1,SO,102965,1,0,777,88.6,LT-20260328-091741
2026-03-28 09:19:11.219,1,SO,102966,1,0,817,89.5,LT-20260328-091741
2026-03-28 09:19:11.980,1,SO,102967,1,0,757,90.2,LT-20260328-091741
2026-03-28 09:19:12.754,1,SO,102968,1,0,772,91,LT-20260328-091741
2026-03-28 09:19:13.528,1,SO,102969,1,0,771,91.8,LT-20260328-091741
2026-03-28 09:19:14.294,1,SO,102970,1,0,764,92.5,LT-20260328-091741
2026-03-28 09:19:15.051,1,SO,102971,1,0,755,93.3,LT-20260328-091741
2026-03-28 09:19:15.877,1,SO,102972,1,0,825,94.1,LT-20260328-091741
2026-03-28 09:19:16.662,1,SO,102973,1,0,783,94.9,LT-20260328-091741
2026-03-28 09:19:17.440,1,SO,102974,1,0,775,95.7,LT-20260328-091741
2026-03-28 09:19:18.230,1,SO,102975,1,0,788,96.5,LT-20260328-091741
2026-03-28 09:19:19.035,1,SO,102976,1,0,804,97.3,LT-20260328-091741
2026-03-28 09:19:19.867,1,SO,102977,1,0,829,98.1,LT-20260328-091741
2026-03-28 09:19:20.599,1,SO,102978,1,0,731,98.8,LT-20260328-091741
2026-03-28 09:19:21.182,1,SO,102979,1,0,580,99.4,LT-20260328-091741
2026-03-28 09:19:21.779,1,SO,102980,1,0,595,100,LT-20260328-091741
2026-03-28 09:19:22.380,1,SO,102981,1,0,599,100.6,LT-20260328-091741
2026-03-28 09:19:22.980,1,SO,102982,1,0,598,101.2,LT-20260328-091741
2026-03-28 09:19:23.573,1,SO,102983,1,0,589,101.8,LT-20260328-091741
2026-03-28 09:19:24.169,1,SO,102984,1,0,594,102.4,LT-20260328-091741
2026-03-28 09:19:24.788,1,SO,102985,1,0,616,103,LT-20260328-091741
2026-03-28 09:19:25.349,1,SO,102986,1,0,559,103.6,LT-20260328-091741
2026-03-28 09:19:25.953,1,SO,102987,1,0,601,104.2,LT-20260328-091741
2026-03-28 09:19:26.546,1,SO,102988,1,0,591,104.8,LT-20260328-091741
2026-03-28 09:19:27.141,1,SO,102989,1,0,593,105.4,LT-20260328-091741
