Timestamp,Cycle,Phase,Docs,Errors,Rate_Per_Sec,Phase_Secs,Cumulative_SO,Cumulative_PO,Cumulative_SO_Errors,Cumulative_PO_Errors,Cumulative_Total_Docs,Cumulative_Total_Lines,Elapsed_Min,BatchId
2026-03-28 23:44:18,1,SO,146,0,2.43,60,146,0,0,0,146,438,1,LT-20260328-234317
2026-03-28 23:45:18,1,PO,272,0,4.53,60,146,272,0,0,418,1254,2,LT-20260328-234317
