Timestamp,Cycle,Phase,DocNo,Success,LineErrors,Duration_Ms,Elapsed_Sec,BatchId
2026-03-28 09:12:55.749,1,SO,102665,1,0,1226,1.2,LT-20260328-091254
2026-03-28 09:12:56.441,1,SO,102666,1,0,685,1.9,LT-20260328-091254
2026-03-28 09:12:57.074,1,SO,102667,1,0,631,2.6,LT-20260328-091254
2026-03-28 09:12:57.733,1,SO,102668,1,0,656,3.2,LT-20260328-091254
2026-03-28 09:12:58.334,1,SO,102669,1,0,599,3.8,LT-20260328-091254
2026-03-28 09:12:58.929,1,SO,102670,1,0,593,4.4,LT-20260328-091254
2026-03-28 09:12:59.546,1,SO,102671,1,0,614,5,LT-20260328-091254
2026-03-28 09:13:00.120,1,SO,102672,1,0,568,5.6,LT-20260328-091254
2026-03-28 09:13:00.809,1,SO,102673,1,0,685,6.3,LT-20260328-091254
2026-03-28 09:13:01.394,1,SO,102674,1,0,582,6.9,LT-20260328-091254
2026-03-28 09:13:01.995,1,SO,102675,1,0,597,7.5,LT-20260328-091254
2026-03-28 09:13:02.592,1,SO,102676,1,0,594,8.1,LT-20260328-091254
2026-03-28 09:13:03.223,1,SO,102677,1,0,629,8.7,LT-20260328-091254
2026-03-28 09:13:03.866,1,SO,102678,1,0,640,9.4,LT-20260328-091254
2026-03-28 09:13:04.470,1,SO,102679,1,0,600,10,LT-20260328-091254
2026-03-28 09:13:05.059,1,SO,102680,1,0,586,10.5,LT-20260328-091254
2026-03-28 09:13:05.713,1,SO,102681,1,0,651,11.2,LT-20260328-091254
2026-03-28 09:13:06.336,1,SO,102682,1,0,602,11.8,LT-20260328-091254
2026-03-28 09:13:06.918,1,SO,102683,1,0,578,12.4,LT-20260328-091254
2026-03-28 09:13:07.525,1,SO,102684,1,0,605,13,LT-20260328-091254
2026-03-28 09:13:08.120,1,SO,102685,1,0,592,13.6,LT-20260328-091254
2026-03-28 09:13:08.781,1,SO,102686,1,0,657,14.3,LT-20260328-091254
2026-03-28 09:13:09.378,1,SO,102687,1,0,593,14.9,LT-20260328-091254
2026-03-28 09:13:09.960,1,SO,102688,1,0,581,15.4,LT-20260328-091254
2026-03-28 09:13:10.556,1,SO,102689,1,0,594,16,LT-20260328-091254
2026-03-28 09:13:11.188,1,SO,102690,1,0,628,16.7,LT-20260328-091254
2026-03-28 09:13:11.736,1,SO,102691,1,0,546,17.2,LT-20260328-091254
2026-03-28 09:13:12.319,1,SO,102692,1,0,579,17.8,LT-20260328-091254
2026-03-28 09:13:13.059,1,SO,102693,1,0,737,18.5,LT-20260328-091254
2026-03-28 09:13:13.753,1,SO,102694,1,0,691,19.2,LT-20260328-091254
2026-03-28 09:13:14.361,1,SO,102695,1,0,604,19.8,LT-20260328-091254
2026-03-28 09:13:14.968,1,SO,102696,1,0,600,20.5,LT-20260328-091254
2026-03-28 09:13:15.589,1,SO,102697,1,0,620,21.1,LT-20260328-091254
2026-03-28 09:13:16.227,1,SO,102698,1,0,634,21.7,LT-20260328-091254
2026-03-28 09:13:16.804,1,SO,102699,1,0,575,22.3,LT-20260328-091254
2026-03-28 09:13:17.515,1,SO,102700,1,0,708,23,LT-20260328-091254
2026-03-28 09:13:18.105,1,SO,102701,1,0,586,23.6,LT-20260328-091254
2026-03-28 09:13:18.734,1,SO,102702,1,0,625,24.2,LT-20260328-091254
2026-03-28 09:13:19.312,1,SO,102703,1,0,575,24.8,LT-20260328-091254
2026-03-28 09:13:19.936,1,SO,102704,1,0,622,25.4,LT-20260328-091254
2026-03-28 09:13:20.516,1,SO,102705,1,0,578,26,LT-20260328-091254
2026-03-28 09:13:21.080,1,SO,102706,1,0,561,26.6,LT-20260328-091254
2026-03-28 09:13:21.690,1,SO,102707,1,0,607,27.2,LT-20260328-091254
2026-03-28 09:13:22.289,1,SO,102708,1,0,598,27.8,LT-20260328-091254
2026-03-28 09:13:22.893,1,SO,102709,1,0,602,28.4,LT-20260328-091254
2026-03-28 09:13:23.493,1,SO,102710,1,0,598,29,LT-20260328-091254
2026-03-28 09:13:24.478,1,SO,102711,1,0,981,30,LT-20260328-091254
2026-03-28 09:13:25.448,1,SO,102712,1,0,968,30.9,LT-20260328-091254
2026-03-28 09:13:26.359,1,SO,102713,1,0,909,31.8,LT-20260328-091254
2026-03-28 09:13:27.212,1,SO,102714,1,0,851,32.7,LT-20260328-091254
2026-03-28 09:13:28.054,1,SO,102715,1,0,840,33.5,LT-20260328-091254
2026-03-28 09:13:28.864,1,SO,102716,1,0,808,34.4,LT-20260328-091254
2026-03-28 09:13:29.622,1,SO,102717,1,0,756,35.1,LT-20260328-091254
2026-03-28 09:13:30.391,1,SO,102718,1,0,767,35.9,LT-20260328-091254
2026-03-28 09:13:31.154,1,SO,102719,1,0,761,36.6,LT-20260328-091254
2026-03-28 09:13:31.924,1,SO,102720,1,0,766,37.4,LT-20260328-091254
2026-03-28 09:13:32.688,1,SO,102721,1,0,762,38.2,LT-20260328-091254
2026-03-28 09:13:33.460,1,SO,102722,1,0,770,38.9,LT-20260328-091254
2026-03-28 09:13:34.210,1,SO,102723,1,0,748,39.7,LT-20260328-091254
2026-03-28 09:13:34.971,1,SO,102724,1,0,759,40.5,LT-20260328-091254
2026-03-28 09:13:35.947,1,SO,102725,1,0,974,41.4,LT-20260328-091254
2026-03-28 09:13:36.783,1,SO,102726,1,0,833,42.3,LT-20260328-091254
2026-03-28 09:13:37.538,1,SO,102727,1,0,754,43,LT-20260328-091254
2026-03-28 09:13:38.331,1,SO,102728,1,0,790,43.8,LT-20260328-091254
2026-03-28 09:13:39.197,1,SO,102729,1,0,865,44.7,LT-20260328-091254
2026-03-28 09:13:39.961,1,SO,102730,1,0,762,45.4,LT-20260328-091254
2026-03-28 09:13:40.800,1,SO,102731,1,0,837,46.3,LT-20260328-091254
2026-03-28 09:13:41.570,1,SO,102732,1,0,768,47.1,LT-20260328-091254
2026-03-28 09:13:42.628,1,SO,102733,1,0,1056,48.1,LT-20260328-091254
2026-03-28 09:13:43.435,1,SO,102734,1,0,805,48.9,LT-20260328-091254
2026-03-28 09:13:44.201,1,SO,102735,1,0,764,49.7,LT-20260328-091254
